national_id,species,generation,category,planned_phase,primary_method,alternate_method,requires_trade,requires_version_exclusive,requires_external_game,proof_scenario,status
224,OCTILLERY,2,species,pending,pending,pending,false,false,false,pending,pending
225,DELIBIRD,2,species,pending,pending,pending,false,false,false,pending,pending
226,MANTINE,2,species,pending,pending,pending,false,false,false,pending,pending
227,SKARMORY,2,species,pending,pending,pending,false,false,false,pending,pending
228,HOUNDOUR,2,species,pending,pending,pending,false,false,false,pending,pending
229,HOUNDOOM,2,species,pending,pending,pending,false,false,false,pending,pending
230,KINGDRA,2,species,pending,pending,pending,false,false,false,pending,pending
231,PHANPY,2,species,pending,pending,pending,false,false,false,pending,pending
232,DONPHAN,2,species,pending,pending,pending,false,false,false,pending,pending
233,PORYGON2,2,species,pending,pending,pending,false,false,false,pending,pending
234,STANTLER,2,species,pending,pending,pending,false,false,false,pending,pending
235,SMEARGLE,2,species,pending,pending,pending,false,false,false,pending,pending
236,TYROGUE,2,baby,pending,pending,pending,false,false,false,pending,pending
237,HITMONTOP,2,species,pending,pending,pending,false,false,false,pending,pending
238,SMOOCHUM,2,baby,pending,pending,pending,false,false,false,pending,pending
239,ELEKID,2,baby,pending,pending,pending,false,false,false,pending,pending
240,MAGBY,2,baby,pending,pending,pending,false,false,false,pending,pending
241,MILTANK,2,species,pending,pending,pending,false,false,false,pending,pending
242,BLISSEY,2,species,pending,pending,pending,false,false,false,pending,pending
243,RAIKOU,2,legendary,pending,pending,pending,false,false,false,pending,pending
244,ENTEI,2,legendary,pending,pending,pending,false,false,false,pending,pending
245,SUICUNE,2,legendary,pending,pending,pending,false,false,false,pending,pending
246,LARVITAR,2,species,pending,pending,pending,false,false,false,pending,pending
247,PUPITAR,2,species,pending,pending,pending,false,false,false,pending,pending
248,TYRANITAR,2,species,pending,pending,pending,false,false,false,pending,pending
249,LUGIA,2,legendary,pending,pending,pending,false,false,false,pending,pending
250,HO_OH,2,legendary,pending,pending,pending,false,false,false,pending,pending
251,CELEBI,2,mythical,pending,pending,pending,false,false,false,pending,pending
252,TREECKO,3,starter,pending,pending,pending,false,false,false,pending,pending
253,GROVYLE,3,species,pending,pending,pending,false,false,false,pending,pending
254,SCEPTILE,3,species,pending,pending,pending,false,false,false,pending,pending
255,TORCHIC,3,starter,pending,pending,pending,false,false,false,pending,pending
256,COMBUSKEN,3,species,pending,pending,pending,false,false,false,pending,pending
257,BLAZIKEN,3,species,pending,pending,pending,false,false,false,pending,pending
258,MUDKIP,3,starter,pending,pending,pending,false,false,false,pending,pending
259,MARSHTOMP,3,species,pending,pending,pending,false,false,false,pending,pending
260,SWAMPERT,3,species,pending,pending,pending,false,false,false,pending,pending
261,POOCHYENA,3,species,pending,pending,pending,false,false,false,pending,pending
262,MIGHTYENA,3,species,pending,pending,pending,false,false,false,pending,pending
263,ZIGZAGOON,3,species,pending,pending,pending,false,false,false,pending,pending
264,LINOONE,3,species,pending,pending,pending,false,false,false,pending,pending
265,WURMPLE,3,species,pending,pending,pending,false,false,false,pending,pending
266,SILCOON,3,species,pending,pending,pending,false,false,false,pending,pending
267,BEAUTIFLY,3,species,pending,pending,pending,false,false,false,pending,pending
268,CASCOON,3,species,pending,pending,pending,false,false,false,pending,pending
269,DUSTOX,3,species,pending,pending,pending,false,false,false,pending,pending
270,LOTAD,3,species,pending,pending,pending,false,false,false,pending,pending
271,LOMBRE,3,species,pending,pending,pending,false,false,false,pending,pending
272,LUDICOLO,3,species,pending,pending,pending,false,false,false,pending,pending
273,SEEDOT,3,species,pending,pending,pending,false,false,false,pending,pending
274,NUZLEAF,3,species,pending,pending,pending,false,false,false,pending,pending
275,SHIFTRY,3,species,pending,pending,pending,false,false,false,pending,pending
276,TAILLOW,3,species,pending,pending,pending,false,false,false,pending,pending
277,SWELLOW,3,species,pending,pending,pending,false,false,false,pending,pending
278,WINGULL,3,species,pending,pending,pending,false,false,false,pending,pending
279,PELIPPER,3,species,pending,pending,pending,false,false,false,pending,pending
280,RALTS,3,species,pending,pending,pending,false,false,false,pending,pending
281,KIRLIA,3,species,pending,pending,pending,false,false,false,pending,pending
282,GARDEVOIR,3,species,pending,pending,pending,false,false,false,pending,pending
283,SURSKIT,3,species,pending,pending,pending,false,false,false,pending,pending
284,MASQUERAIN,3,species,pending,pending,pending,false,false,false,pending,pending
285,SHROOMISH,3,species,pending,pending,pending,false,false,false,pending,pending
286,BRELOOM,3,species,pending,pending,pending,false,false,false,pending,pending
287,SLAKOTH,3,species,pending,pending,pending,false,false,false,pending,pending
288,VIGOROTH,3,species,pending,pending,pending,false,false,false,pending,pending
289,SLAKING,3,species,pending,pending,pending,false,false,false,pending,pending
290,NINCADA,3,species,pending,pending,pending,false,false,false,pending,pending
291,NINJASK,3,species,pending,pending,pending,false,false,false,pending,pending
292,SHEDINJA,3,species,pending,pending,pending,false,false,false,pending,pending
293,WHISMUR,3,species,pending,pending,pending,false,false,false,pending,pending
294,LOUDRED,3,species,pending,pending,pending,false,false,false,pending,pending
295,EXPLOUD,3,species,pending,pending,pending,false,false,false,pending,pending
296,MAKUHITA,3,species,pending,pending,pending,false,false,false,pending,pending
297,HARIYAMA,3,species,pending,pending,pending,false,false,false,pending,pending
298,AZURILL,3,baby,pending,pending,pending,false,false,false,pending,pending
299,NOSEPASS,3,species,pending,pending,pending,false,false,false,pending,pending
300,SKITTY,3,species,pending,pending,pending,false,false,false,pending,pending
301,DELCATTY,3,species,pending,pending,pending,false,false,false,pending,pending
302,SABLEYE,3,species,pending,pending,pending,false,false,false,pending,pending
303,MAWILE,3,species,pending,pending,pending,false,false,false,pending,pending
304,ARON,3,species,pending,pending,pending,false,false,false,pending,pending
305,LAIRON,3,species,pending,pending,pending,false,false,false,pending,pending
306,AGGRON,3,species,pending,pending,pending,false,false,false,pending,pending
307,MEDITITE,3,species,pending,pending,pending,false,false,false,pending,pending
308,MEDICHAM,3,species,pending,pending,pending,false,false,false,pending,pending
309,ELECTRIKE,3,species,pending,pending,pending,false,false,false,pending,pending
310,MANECTRIC,3,species,pending,pending,pending,false,false,false,pending,pending
311,PLUSLE,3,species,pending,pending,pending,false,false,false,pending,pending
312,MINUN,3,species,pending,pending,pending,false,false,false,pending,pending
313,VOLBEAT,3,species,pending,pending,pending,false,false,false,pending,pending
314,ILLUMISE,3,species,pending,pending,pending,false,false,false,pending,pending
315,ROSELIA,3,species,pending,pending,pending,false,false,false,pending,pending
316,GULPIN,3,species,pending,pending,pending,false,false,false,pending,pending
317,SWALOT,3,species,pending,pending,pending,false,false,false,pending,pending
318,CARVANHA,3,species,pending,pending,pending,false,false,false,pending,pending
319,SHARPEDO,3,species,pending,pending,pending,false,false,false,pending,pending
320,WAILMER,3,species,pending,pending,pending,false,false,false,pending,pending
321,WAILORD,3,species,pending,pending,pending,false,false,false,pending,pending
322,NUMEL,3,species,pending,pending,pending,false,false,false,pending,pending
323,CAMERUPT,3,species,pending,pending,pending,false,false,false,pending,pending
324,TORKOAL,3,species,pending,pending,pending,false,false,false,pending,pending
325,SPOINK,3,species,pending,pending,pending,false,false,false,pending,pending
326,GRUMPIG,3,species,pending,pending,pending,false,false,false,pending,pending
327,SPINDA,3,species,pending,pending,pending,false,false,false,pending,pending
328,TRAPINCH,3,species,pending,pending,pending,false,false,false,pending,pending
329,VIBRAVA,3,species,pending,pending,pending,false,false,false,pending,pending
330,FLYGON,3,species,pending,pending,pending,false,false,false,pending,pending
331,CACNEA,3,species,pending,pending,pending,false,false,false,pending,pending
332,CACTURNE,3,species,pending,pending,pending,false,false,false,pending,pending
333,SWABLU,3,species,pending,pending,pending,false,false,false,pending,pending
334,ALTARIA,3,species,pending,pending,pending,false,false,false,pending,pending
335,ZANGOOSE,3,species,pending,pending,pending,false,false,false,pending,pending
336,SEVIPER,3,species,pending,pending,pending,false,false,false,pending,pending
337,LUNATONE,3,species,pending,pending,pending,false,false,false,pending,pending
338,SOLROCK,3,species,pending,pending,pending,false,false,false,pending,pending
339,BARBOACH,3,species,pending,pending,pending,false,false,false,pending,pending
340,WHISCASH,3,species,pending,pending,pending,false,false,false,pending,pending
341,CORPHISH,3,species,pending,pending,pending,false,false,false,pending,pending
342,CRAWDAUNT,3,species,pending,pending,pending,false,false,false,pending,pending
343,BALTOY,3,species,pending,pending,pending,false,false,false,pending,pending
344,CLAYDOL,3,species,pending,pending,pending,false,false,false,pending,pending
345,LILEEP,3,species,pending,pending,pending,false,false,false,pending,pending
346,CRADILY,3,species,pending,pending,pending,false,false,false,pending,pending
347,ANORITH,3,species,pending,pending,pending,false,false,false,pending,pending
348,ARMALDO,3,species,pending,pending,pending,false,false,false,pending,pending
349,FEEBAS,3,species,pending,pending,pending,false,false,false,pending,pending
350,MILOTIC,3,species,pending,pending,pending,false,false,false,pending,pending
351,CASTFORM,3,species,pending,pending,pending,false,false,false,pending,pending
352,KECLEON,3,species,pending,pending,pending,false,false,false,pending,pending
353,SHUPPET,3,species,pending,pending,pending,false,false,false,pending,pending
354,BANETTE,3,species,pending,pending,pending,false,false,false,pending,pending
355,DUSKULL,3,species,pending,pending,pending,false,false,false,pending,pending
356,DUSCLOPS,3,species,pending,pending,pending,false,false,false,pending,pending
357,TROPIUS,3,species,pending,pending,pending,false,false,false,pending,pending
358,CHIMECHO,3,species,pending,pending,pending,false,false,false,pending,pending
359,ABSOL,3,species,pending,pending,pending,false,false,false,pending,pending
360,WYNAUT,3,baby,pending,pending,pending,false,false,false,pending,pending
361,SNORUNT,3,species,pending,pending,pending,false,false,false,pending,pending
362,GLALIE,3,species,pending,pending,pending,false,false,false,pending,pending
363,SPHEAL,3,species,pending,pending,pending,false,false,false,pending,pending
364,SEALEO,3,species,pending,pending,pending,false,false,false,pending,pending
365,WALREIN,3,species,pending,pending,pending,false,false,false,pending,pending
366,CLAMPERL,3,species,pending,pending,pending,false,false,false,pending,pending
367,HUNTAIL,3,species,pending,pending,pending,false,false,false,pending,pending
368,GOREBYSS,3,species,pending,pending,pending,false,false,false,pending,pending
369,RELICANTH,3,species,pending,pending,pending,false,false,false,pending,pending
370,LUVDISC,3,species,pending,pending,pending,false,false,false,pending,pending
371,BAGON,3,species,pending,pending,pending,false,false,false,pending,pending
372,SHELGON,3,species,pending,pending,pending,false,false,false,pending,pending
373,SALAMENCE,3,species,pending,pending,pending,false,false,false,pending,pending
374,BELDUM,3,species,pending,pending,pending,false,false,false,pending,pending
375,METANG,3,species,pending,pending,pending,false,false,false,pending,pending
376,METAGROSS,3,species,pending,pending,pending,false,false,false,pending,pending
377,REGIROCK,3,legendary,pending,pending,pending,false,false,false,pending,pending
378,REGICE,3,legendary,pending,pending,pending,false,false,false,pending,pending
379,REGISTEEL,3,legendary,pending,pending,pending,false,false,false,pending,pending
380,LATIAS,3,legendary,pending,pending,pending,false,false,false,pending,pending
381,LATIOS,3,legendary,pending,pending,pending,false,false,false,pending,pending
382,KYOGRE,3,legendary,pending,pending,pending,false,false,false,pending,pending
383,GROUDON,3,legendary,pending,pending,pending,false,false,false,pending,pending
384,RAYQUAZA,3,legendary,pending,pending,pending,false,false,false,pending,pending
385,JIRACHI,3,mythical,pending,pending,pending,false,false,false,pending,pending
386,DEOXYS,3,mythical,pending,pending,pending,false,false,false,pending,pending
387,TURTWIG,4,starter,pending,pending,pending,false,false,false,pending,pending
388,GROTLE,4,species,pending,pending,pending,false,false,false,pending,pending
389,TORTERRA,4,species,pending,pending,pending,false,false,false,pending,pending
390,CHIMCHAR,4,starter,pending,pending,pending,false,false,false,pending,pending
391,MONFERNO,4,species,pending,pending,pending,false,false,false,pending,pending
392,INFERNAPE,4,species,pending,pending,pending,false,false,false,pending,pending
393,PIPLUP,4,starter,pending,pending,pending,false,false,false,pending,pending
394,PRINPLUP,4,species,pending,pending,pending,false,false,false,pending,pending
395,EMPOLEON,4,species,pending,pending,pending,false,false,false,pending,pending
396,STARLY,4,species,pending,pending,pending,false,false,false,pending,pending
397,STARAVIA,4,species,pending,pending,pending,false,false,false,pending,pending
398,STARAPTOR,4,species,pending,pending,pending,false,false,false,pending,pending
399,BIDOOF,4,species,pending,pending,pending,false,false,false,pending,pending
400,BIBAREL,4,species,pending,pending,pending,false,false,false,pending,pending
401,KRICKETOT,4,species,pending,pending,pending,false,false,false,pending,pending
402,KRICKETUNE,4,species,pending,pending,pending,false,false,false,pending,pending
403,SHINX,4,species,pending,pending,pending,false,false,false,pending,pending
404,LUXIO,4,species,pending,pending,pending,false,false,false,pending,pending
